user1,"['Patel Brothers', 'Jewel-Osco', 'Quigley', 'Bar Louie - Naperville', 'Pita Inn', 'Skokie Fashion Square', 'Lickity Split Frozen Custard', 'Shedd Aquarium', 'Parivar Grocers', 'Pub 56']"
user2,"['Millennium Park', 'Patel Brothers', 'Skokie Fashion Square', 'Quigley', 'Bombay Wraps', 'Captains Walk Shopping Mall', 'India House Restaurant - Chicago', 'Pita Inn', 'Parivar Grocers', 'Bar Louie - Naperville']"
user4,"['Pita Inn', 'India House Restaurant - Chicago', 'Bombay Wraps', 'Lickity Split Frozen Custard', 'Millennium Park', 'Skokie Fashion Square', 'Quigley', 'Shedd Aquarium', 'Taste of Peru', 'Bar Louie - Naperville']"
user5,"['Parivar Grocers', 'Pita Inn', 'Taste of Peru', 'Patel Brothers', 'Millennium Park', 'India House Restaurant - Chicago', 'Skokie Fashion Square', 'Lickity Split Frozen Custard', 'Bombay Wraps', 'Jewel-Osco']"
user3,"['Patel Brothers', 'Shedd Aquarium', 'Quigley', 'India House Restaurant - Chicago', 'Millennium Park', 'Bombay Wraps', 'Taste of Peru', 'Jewel-Osco', 'Parivar Grocers', 'Pub 56']"
